,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,result
11,fd94f55d-1d80-4c67-b2d1-7e0bb5503156,saleem khan,https://play-lh.googleusercontent.com/a-/ALV-UjXvK6L6Akj1jXlT8hpJjk41O1GKY5Hg0_WMW3F9Ntm_RAFb868jhw,nice skillcat apps,0.9982010126113892,0,6.0.1,2024-10-30 19:18:00,,,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982010126113892}]"
12,516a2402-cdb6-4059-a1de-03cf2e959a67,Shahram Nabizada,https://play-lh.googleusercontent.com/a-/ALV-UjWBafA3y81eI9PL3A-3RfsMLk6DglDH62ZyKQL3TUo5d2h50Ns,"Waste, not what they say.",0.9994359612464905,0,,2024-10-30 07:03:08,"Hi Shahram, I'm sorry you feel this way. What exactly were you looking for that you didn't find? We would like to do whatever we can to improve the SkillCat experience for you. Feel free to reach out to us at info@skillcatapp.com so we can help!",2024-11-01 02:15:01,,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994359612464905}]"
13,f72b8a9a-f23a-4f30-a993-6bb473c316ff,Prince Komene Newton,https://play-lh.googleusercontent.com/a-/ALV-UjUvfsdJvYXuwOjq_iCTUz3dGnyaCGh_ldTbKQ-5RtIKNYddJlTA,"Thank you very much. This was an excellent opportunity extended to me, and I can bet that this training has enhanced my electrical skills. It was an eye-opener for me.",0.998874843120575,0,6.0.1,2024-10-29 18:56:07,,,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998874843120575}]"
14,90a0a70b-c09d-4a32-a328-714ec60b9206,neal neal,https://play-lh.googleusercontent.com/a/ACg8ocIRbDfBk8NrJiuMhCxI3QKbs-UE7ACIwMXaqB2OomvyCFwZ2A=mo,Ok,0.9943146109580994,0,6.0.1,2024-10-28 02:24:58,,,6.0.1,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9943146109580994}]"
15,6326904b-9e01-4c27-81a4-c539d85eba86,Arowosafe Kayode,https://play-lh.googleusercontent.com/a-/ALV-UjU8oeBAEEUFT50FdNh6VX9PbBQkz9WhtddFITtmRPFFho3QfDdu,"Awesome, encouraging, and interesting with stress free to achieve.",0.9988585710525513,0,6.0.1,2024-10-27 10:54:09,,,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988585710525513}]"
16,2deecc11-ed4b-4e75-ac10-313141f91318,Afrika Peter,https://play-lh.googleusercontent.com/a-/ALV-UjU_cfGce5nVyeHsz0ZOav78zTS-n6CdQBGJOqWpSw5GH5sZ1-w,Good educational app to international standard🤗,0.9987564086914062,0,6.0.1,2024-10-26 20:14:50,,,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987564086914062}]"
17,eb27dd5b-e5eb-48dd-94ff-282d506864e3,Charles Morse,https://play-lh.googleusercontent.com/a/ACg8ocKJe_f4a9qHfXcvvcTG2NRTSEYhkfK0tYBx6SjG-xz4-ig2_A=mo,"I couldn't sign in initially, but customer service got it figured out. Thanks!",0.9988130331039429,0,6.0.1,2024-10-25 23:19:13,,,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988130331039429}]"
18,83eb59f0-7e7d-43e8-8a8d-ca3c033efd4f,"Rig-on, Edgar O.",https://play-lh.googleusercontent.com/a-/ALV-UjVRjCpu5kne5NY40spe3Ci9iS03Prgk977EGJK_DQBA_etyQHFJ,I gain more knowledge with this apps,0.9986767172813416,0,,2024-10-23 09:27:21,"Thank you so much for your positive feedback! We're thrilled to hear that the app has helped you gain more knowledge. Your success is our priority, and we’re glad to be a part of your learning journey!

Feel free to reach out if you have any suggestions or need assistance.",2024-10-24 17:46:05,,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986767172813416}]"
19,cc35cf23-6311-4cd8-ac01-9d6bd3d457c3,Darlington Mike,https://play-lh.googleusercontent.com/a-/ALV-UjUSUPIglAHR36jtxTpJgaJ2ghile-lUSySeibjNx5Ut5kz3560,superp,0.9982231259346008,0,6.0.1,2024-10-22 01:56:11,,,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982231259346008}]"
20,b08fedd0-3eac-40dd-9b2b-e036682296da,Hams Wera,https://play-lh.googleusercontent.com/a/ACg8ocJvVXvasj2cLNNQkeGUtuXYciEPES6rZ0KPnhfQouJHngfpbQ=mo,I try to sign in but it still give me an error. how please help me,0.9994854927062988,0,6.0.1,2024-10-22 01:37:06,"I'm sorry to hear that you're having trouble signing in. Let's get this resolved for you!

Please make sure you're using the correct email and password. If you’re still seeing an error, you can try resetting your password using the ""Forgot Password"" option.

If the issue persists, please reach out to us at info@skillcatapp.com.",2024-10-24 17:47:12,6.0.1,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994854927062988}]"
21,2ef70960-a310-4bda-957f-ccc7ee7f390d,Joseph Day,https://play-lh.googleusercontent.com/a/ACg8ocLHMm8TmlrFfUkEtVFL9CBgppfIMVNHIG6HGwSgjiTp69gWFw=mo,a lot of good information....,0.9983987212181091,0,6.0.1,2024-10-21 05:42:44,"Thank you for your feedback! We're glad to hear that you found the information helpful. Our goal is to provide valuable content, and it's great to know it's making a positive impact.

If you have any suggestions or questions, feel free to reach out!",2024-10-24 17:47:45,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983987212181091}]"
22,37c85dd7-9263-421a-9889-6258c0e416c2,Khurshid Khan,https://play-lh.googleusercontent.com/a-/ALV-UjVfT5pZILfSh67vcw-5xpx0brgmwqFyq5L9PZPwYPXvIQq4IlY,SkillCat is a very diplomatic and 100% free learning platform with appreciable/helping cooperative staff I recommend to all technicians must be registered with SkillCat.,0.9988945126533508,0,,2024-10-19 07:40:25,"Thank you so much for your wonderful review! We’re thrilled to hear that you had a positive experience with SkillCat and found our platform and staff helpful. Your recommendation means a lot to us, and we’re excited to continue supporting technicians in their learning journey.

",2024-10-24 17:49:13,,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988945126533508}]"
23,e5ce6832-b71e-47d9-903b-91aebfb55e0a,Teddy Wales,https://play-lh.googleusercontent.com/a/ACg8ocJHvhWlq432HgW3vMfiD2vHj3Bn6rJ41oGMDR0cIwJOXF4lww=mo,Great app. Enjoyed using it.,0.9988786578178406,0,6.0.1,2024-10-17 22:40:38,"Thank you for the great feedback! We're glad to hear that you enjoyed using the app. If you have any suggestions or need assistance, feel free to reach out. We're always here to help!",2024-10-24 17:49:42,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988786578178406}]"
24,00b052a5-03d3-4f39-b544-4bda5a3081c8,Bickal Mangrati,https://play-lh.googleusercontent.com/a-/ALV-UjVCN6rVPrgRktBJpemjVqu_1samtaAE-kYs-1pydhM6R9ToOc90,Best,0.9971845746040344,0,5.3.4,2024-10-16 17:20:20,"Thank you for your feedback! We’re glad you had a positive experience. If you have any thoughts to share or need assistance, feel free to let us know!",2024-10-24 17:50:01,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9971845746040344}]"
25,a060f28b-f4b8-4783-abbd-3183ae1f29b8,Bruce Nkambule,https://play-lh.googleusercontent.com/a-/ALV-UjUF4AU5Aqbzor4gH_Vp4XNflUHHMvsxCnMHYYO7CR-WMXoJp_fQ,Good app,0.9987263083457947,0,6.0.1,2024-10-15 23:18:30,"Thank you for your positive feedback! We're glad to hear you think it's a good app. If you have any suggestions or questions, feel free to reach out!",2024-10-24 17:50:26,6.0.1,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987263083457947}]"
26,79554e5b-7cbc-4e03-b9c7-67bdfb195304,Skud Missal,https://play-lh.googleusercontent.com/a-/ALV-UjU13LMJcABoBDbBd49hdLBYl7ER5g5mTQVJkmyGQNNelv5am2w,"All EPA certifications. Tons of certificates. Residential/ Commercial HVAC, Plumbing, Electrical, and Appliance Repair trade school diplomas available. 5* if all the errors were fixed, the voice over was better quality, and if they could replace, or limit, the 1000+ uses of the word ""RECALL"". Pros: Work at YOUR pace. Great value. Highly responsive customer service. Cons: Mostly monotone voice. A lot of bugs and information errors that are still being worked out (but they are being fixed).",0.9857414960861206,7,6.0,2024-10-15 17:41:01,"We take content issues very seriously and continuously work on updates to improve the accuracy and organization of our material. The tricky questions reflect the real EPA exam's complexity, helping users prepare better, which contributes to our 97% pass rate. We appreciate your input and will consider it as we make further improvements.",2024-08-23 20:00:19,6.0,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9857414960861206}]"
27,4f75f833-b7a3-454a-b376-2662f988d232,vijay venkatesan,https://play-lh.googleusercontent.com/a-/ALV-UjXNu9XO_BntHiw7mvqdYXzgTZgZf4fgT1IGYx3JrG0WO0qtMFSsBw,Nice app,0.9985741376876831,0,6.0,2024-10-15 12:45:42,"Thank you for your kind words! We’re happy to hear you think it’s a nice app. If you have any feedback or questions, don’t hesitate to reach out!

",2024-10-24 17:50:49,6.0,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9985741376876831}]"
28,1b30d925-0f5c-484e-978c-c9890f44e1ef,Richard Richter II,https://play-lh.googleusercontent.com/a/ACg8ocL1HAUC7OrKLyrs-XSfmsl6zyonmDuh955LuKrIFafmhLn18Q=mo,"Great platform for learning new trades. Subscription was a no brainer after the free trial! Only downside thus far, has been losing the streaks once the app updated to the latest version.",0.9988728165626526,4,6.0,2024-10-15 05:14:56,Thank you for your fantastic review! We're thrilled to hear you find our platform great for learning new trades and that you decided to subscribe after the free trial. We apologize for the issue with losing streaks after the app update and appreciate your feedback. Our team is working to improve the experience.,2024-10-24 17:52:11,6.0,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988728165626526}]"
29,f07341be-eb6e-46c0-931c-6701643fa61f,Mohlapu Godfrey,https://play-lh.googleusercontent.com/a/ACg8ocLUmIuFbAIhY2s8vmYcKu2cGD6yN5rs3hTRV0cJxF4S5ddA=mo,Helpful,0.9881381392478943,0,5.3.4,2024-10-15 02:37:10,"Thank you for your feedback! We’re glad to hear you found it helpful. If you have any questions or suggestions, feel free to let us know!",2024-10-24 17:52:36,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9881381392478943}]"
30,694c2cdd-7742-41c6-9038-6cb067822654,Caple Millings,https://play-lh.googleusercontent.com/a-/ALV-UjXnDmCAORgiSSbS2F6OnEDP69jp3mhTspiRYsrjbEweyBy6SR7k,I just started to use it I don't know much yet,0.9850946664810181,0,5.3.4,2024-10-14 21:42:51,"Thank you for your feedback! We're glad you're starting to use the app. If you have any questions or need assistance as you explore, please don’t hesitate to reach out. We’re here to help!

",2024-10-24 17:52:55,5.3.4,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9850946664810181}]"
31,689da25e-0a72-417a-9349-1ff63e476d3e,Kendall Walden,https://play-lh.googleusercontent.com/a-/ALV-UjXKlHS7qEoBah14GBvTh5UJTFhRk6JcuUMnZZfqB8bKO-VjQeGu,App has been wonderful and they are quick to assist you.,0.9989150762557983,0,6.0,2024-10-14 21:08:03,"Hey Kendall, the app was under maintenance. It should be up and running now. So sorry for the inconvenience caused by this. You should be able to use the app now. :)",2024-10-14 21:06:21,6.0,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989150762557983}]"
32,20868df0-2199-4384-aa02-d0f1e6926d97,Itai Mashongwa,https://play-lh.googleusercontent.com/a-/ALV-UjXgSDRpSC1yw3A0WKNEyvUuM1qdc8bsDcOTmFW8LsLS1G9FWrA,It's a very helpful app,0.9988158941268921,0,5.3.4,2024-10-14 15:17:20,"Thank you for your kind words! We're thrilled to hear that you find the app very helpful. If you have any suggestions or need assistance, feel free to reach out!

",2024-10-24 17:54:00,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988158941268921}]"
33,ff662baa-2bf0-4007-afb0-77a5d2ff78f7,Azfar Ahmed (Andy),https://play-lh.googleusercontent.com/a-/ALV-UjUSzMka0d4VqMzLujeqSYf5A6vzog-R2eNCZb_9dUkYzxsW3Bi84Q,They teach you step by step. Very easy to learn most difficult things.,0.9988547563552856,0,5.3.4,2024-10-14 14:58:47,"Thank you for your wonderful feedback! We're glad to hear that our step-by-step teaching approach makes it easy for you to learn even the most difficult concepts. If you have any questions or suggestions, please feel free to reach out!",2024-10-24 17:54:25,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988547563552856}]"
34,41ee0765-06d0-43ad-98d5-5058be0bd73a,Abdulaziz Summaila,https://play-lh.googleusercontent.com/a/ACg8ocK3fi-ug_iDrX8iEDqrb37KS3CDhs8ql5aaBAXoQtd9WIuv8w=mo,Great learning experience,0.9988130331039429,0,5.0.3,2024-10-13 07:35:02,"Thank you for your positive feedback! We're delighted to hear that you're having a great learning experience. If you have any questions or need assistance, feel free to reach out!

",2024-10-24 17:54:41,5.0.3,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988130331039429}]"
35,54e41a96-76ad-4c2c-9304-673a15f4c8e0,Anointing K Owusu,https://play-lh.googleusercontent.com/a/ACg8ocJOpX3vGtyUEPOebCpdvUxKiQl_85uckaJ1tvAtNdaufbNRYg=mo,The class was so amazing. I 100% recommend this to all.,0.9989198446273804,0,5.3.4,2024-10-13 05:04:13,"Thank you for your enthusiastic feedback! We're thrilled to hear that you had an amazing class and appreciate your recommendation. If you have any further comments or need assistance, please don’t hesitate to reach out!",2024-10-24 17:55:09,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989198446273804}]"
36,350c9f74-200e-44d8-bd26-32bf9fb1e627,Onyemaobi Emmanuel chinalurumogu,https://play-lh.googleusercontent.com/a-/ALV-UjWup1VaI7UBc3Q7ML5PIQ0MhXuIUa6dSeOGaottaqQljwpYu0sv,Very good performance,0.9987940788269043,0,5.3.4,2024-10-11 07:16:54,"Thank you for your feedback! We're glad to hear that you're pleased with the performance. If you have any suggestions or need assistance, feel free to reach out!

",2024-10-24 17:55:31,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987940788269043}]"
37,d35b7d2a-bdd4-436f-af5a-73bfa0856f85,Eastwood Herrington,https://play-lh.googleusercontent.com/a-/ALV-UjV8vDXJ71285qXnjFuZiIi0khcGaaiqc4y7B1ndD7rqnauuZBOb,An excellent learning application,0.99883633852005,0,5.3.4,2024-10-10 22:44:25,"Thank you for your kind words! We’re thrilled to hear that you consider our application excellent for learning. If you have any questions or suggestions, feel free to reach out!

",2024-10-24 17:55:56,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.99883633852005}]"
38,c7eaac7f-293e-4781-b2ec-da8d25a88b17,JabULaNE BaLoyi,https://play-lh.googleusercontent.com/a-/ALV-UjUSUvgIWyIFRlFGQ7kon0ZLojpCKezrlBYuI2K6TDFRSnZqyZ5J,easy to follow and precise explanations including animation,0.9989035129547119,0,5.3.4,2024-10-09 01:02:56,"Thank you so much for your lovely feedback! We're thrilled to hear that you find our explanations easy to follow and enjoy the animations. Your support means the world to us! If you have any questions or suggestions, don’t hesitate to reach out. We're here to help!

",2024-10-24 17:56:40,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989035129547119}]"
39,ba7d2232-cda9-48d8-a32e-79a5918ffd4d,Pierre Patzold,https://play-lh.googleusercontent.com/a-/ALV-UjV8QXlpGvT2MCI4Evg_BkmFgUTLkFWGI9mn5qobjZgKypBXayXT,"I recently came across Skill Cat and decided to give it a go, I've found the courses well put together! The simulation videos are very Cool, and make learning very informative. It feels like you doing the actual practical, I think Skill Cat are on something good. They new but their aim and vision of how to help people with CPD and accredited learning show they are committed. They gave me a 3 day free trial period and their pricing structure makes one encouraged to to study through them!",0.9989101886749268,9,5.3.4,2024-10-07 17:40:45,,,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989101886749268}]"
40,ca004e03-019c-4d5b-a2a2-9b73b215388b,Henry Murphy,https://play-lh.googleusercontent.com/a/ACg8ocK4OAHM88DMAqeE6l9NzjcjycQ3Mnd6ONLQEdrolAvCTpTGUg=mo,"Well done team,it was a world class experience.Tutorial was great.For me,as a South African,to learn international, WOWW what a great experience.THANX",0.9989107847213745,0,5.3.4,2024-10-06 21:32:10,"Thank you for your amazing feedback! We're so glad to hear that you had a world-class experience with our tutorials. It’s wonderful to know that our international content resonates with learners like you from South Africa. Your appreciation means a lot to our team! If you have any more thoughts or need assistance, feel free to reach out.",2024-10-24 17:57:14,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989107847213745}]"
41,9ca37820-064c-4e80-90fd-1e71af0427ec,Muhammad Ehtesham,https://play-lh.googleusercontent.com/a/ACg8ocIifCyqb-ZZtKpjfwzZdtFYrGiTMLVXxdLyTcaj-IjYZ5fPWA=mo,Very Good,0.9985291957855225,0,5.3.4,2024-10-06 04:05:06,"Thank you for your feedback! We're glad to hear that you think it's very good. If you have any suggestions or need assistance, feel free to reach out!

",2024-10-24 17:58:18,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9985291957855225}]"
42,5c7cca0d-3a94-4180-8d1b-8378041ff9c8,David Davis,https://play-lh.googleusercontent.com/a/ACg8ocJY-2egRGiyBQ7RLUIfq26-NpQSpkPYAYle_BnIRChfPP6q8A=mo,Great App and Study material. I highly recommend this for your 608 Certification. Thank you,0.9988951086997986,0,5.3.4,2024-10-05 19:41:57,"Thank you for your wonderful feedback! We're delighted to hear that you find our app and study materials great for the 608 Certification. Your recommendation means a lot to us! If you have any questions or need assistance, please feel free to reach out.

",2024-10-24 17:58:43,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988951086997986}]"
43,cfadef4d-3e34-4a59-8e7e-6cd7d69efc22,Collins Chukwu,https://play-lh.googleusercontent.com/a/ACg8ocKi9uLeKDdS2TmvUdC0eDfOzxDuKnw8dl0VTITKegrKnSY27A=mo,This App is Cool lots of Visual Aids,0.9983298182487488,0,5.3.4,2024-10-04 19:10:56,"Thank you for your awesome feedback! We're thrilled to hear that you find the app cool and appreciate the visual aids. If you have any suggestions or questions, feel free to reach out. We're here to help!",2024-10-24 17:59:05,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983298182487488}]"
44,72204075-7f1c-4ced-88e0-3391436516e3,alexander morales,https://play-lh.googleusercontent.com/a-/ALV-UjXXzbpvd8xb3rWocLrBrDBGWrgx6LyudR_0CgBLiWCSlIwHZyby,I very happy and too many also learn about the EPA 608,0.9986520409584045,0,5.3.4,2024-10-04 12:28:16,"Thank you for sharing your happiness! We're glad to hear that you're learning a lot about the EPA 608 certification. Your success is important to us, and we're here to support you. If you have any questions or need assistance, feel free to reach out!

",2024-10-24 17:59:25,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986520409584045}]"
45,a9311fe2-cf2b-43bc-ae71-a7e376347985,Alhaji Alimamy Bangura,https://play-lh.googleusercontent.com/a/ACg8ocJCB5e107SszwySop8525awte5MfBfJczJrzBHSh_vJsgjhJw=mo,Better,0.9979547262191772,0,5.3.4,2024-10-03 23:53:00,"Dear User, we are happy to know that you found our app useful. Please help us by spreading the word amongst your friends. If you have any feedback or suggestions, please write to us at info@skillcatapp.com. We would love to hear from you!",2024-10-24 18:00:00,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9979547262191772}]"
46,d5b1c3f0-c5d5-4011-b97b-80e00d21be5b,Nao Siagh,https://play-lh.googleusercontent.com/a/ACg8ocI21Hx-A28QgCim4r9WdfOViQOZi96EMEu-HrJLaRQC_b9kHA=mo,So interesting,0.9971279501914978,0,5.3.4,2024-10-03 19:04:38,Thanks for taking out time to rate us. It really helps us to keep going and delivering the best :),2024-10-24 18:00:10,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9971279501914978}]"
47,3d471e55-426c-4471-a71d-65eec9358df0,dipak patel,https://play-lh.googleusercontent.com/a/ACg8ocKWT4qQtYzgYwM_6rwc-8XJ6ZtBG5XwZyVqwri_lAB7a7JAOw=mo,Wonderful system....!!! I love... Thanks skill cat....Excellent learning opportunity.,0.9988526105880737,0,5.3.4,2024-10-03 07:07:02,"Dear User, we are happy to know that you found our app useful. Please help us by spreading the word amongst your friends. If you have any feedback or suggestions, please write to us at info@skillcatapp.com. We would love to hear from you!",2024-10-24 18:00:18,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988526105880737}]"
48,d5a88101-31dc-4513-8498-9c7155b95173,Anthony Childers,https://play-lh.googleusercontent.com/a/ACg8ocKFboORmS7FeJfKeQAx0saVB6rEmA8jfH9lThAAK8lyNAEqhw=mo,"even though I thought I knew everything about common tools and fasteners, I have learned using skillcat. The material is fairly simple, but you do have to commit time and focus to achieve the certificates. Worth subscribing.",0.9989078044891357,5,5.3.4,2024-10-03 03:50:37,"Thank you for your thoughtful review! We're delighted to hear that you learned new things about common tools and fasteners through SkillCat. It's great to know that you found the material accessible and valuable. Your commitment to learning is commendable, and we appreciate your recommendation to subscribe.",2024-10-24 18:00:49,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989078044891357}]"
49,842c8a98-89b5-4076-9225-6d3d49bfdd40,Michael,https://play-lh.googleusercontent.com/a/ACg8ocKccTgIaIvbQJx-Sk7u3dgpsei9gV_ONBMJSnknpW1sHN70rA=mo,Am highly interested after going through the Electrical introduction topics. So I wanted to chat with you to continue on the course But onless i Subcribe?,0.9982262253761292,0,5.3.4,2024-10-02 11:16:54,"Hey Michael, you can always reach out to us by shooting us an email at info@skillcatapp.com or just give us a call or drop a text at 415-707-8437 and we would love to answer any questions you may have. :)",2024-10-02 13:16:05,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982262253761292}]"
50,576938f0-0a83-4cc8-be96-e499f048bb5e,Auguiste Alexander,https://play-lh.googleusercontent.com/a-/ALV-UjX4HLo_emlvmp1yI1OPhYfU52O_7Rnh1EIwjNm3dLpOdq1TSQ3o,it really give me a firm understanding I love it,0.9988918900489807,0,5.3.4,2024-09-28 22:54:09,"Thank you for your wonderful feedback! We’re thrilled to hear that the app has given you a firm understanding of the material. Your love for our platform means a lot to us! If you have any questions or need further assistance, feel free to reach out.

",2024-10-24 18:01:20,5.3.4,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988918900489807}]"
